Institution: Title,Institution: Origin,Institution: Type,Co-Appearing Person: Description,Co-Appearing Person: Origin,Co-Appearing Person: Gender,Co-Appearing Person: Name(s),Co-Appearing Person: Deme,Co-Appearing Person: Athenian Citizen,Co-Appearing Person: Roman Citizen,Co-Appearing Person: Family,Co-Appearing Person: Extended Family,Inscription: IE,Inscription: Title,Inscription: Object Type,Inscription: Type,Inscription: Suspected Ancient Location,Inscription: Date (Avg.),Inscription: Date Span,Inscription: Letter Height (m),Institution: Total Appearances,Institution: Total Offices,Institution: Total Office Appearances,Institution: Total Officers,Institution: Total Officer Appearances,Institution: Total People Co-Appearances,Institution: Total Institutional Co-Appearances,Institution: Total Honors Co-Appearances,Institution: Total People Co-Appearances with Officers,Institution: Total Institutional Co-Appearances with Officers,Co-Appearing Person: Total Appearances,Co-Appearing Person: Total Sponsors,Co-Appearing Person: Total Honorands,Co-Appearing Person: Total Officers,Co-Appearing Person: Total Institutional Affililiations,Co-Appearing Person: Total Honors,Co-Appearing Person: Total Athenian Honors,Co-Appearing Person: Total Roman Honors,Co-Appearing Person: Total Eleusinian Honors,Co-Appearing Person: RCA,Co-Appearing Person: PA,Co-Appearing Person: PAA,Co-Appearing Person: LGPN,Co-Appearing Person: Uncertain,Inscription: Character Count,Inscription: Diplomatic Character Count,Inscription: Word Count,Inscription: Diplomatic Word Count,Inscription: Total Institutions,Inscription: Total Honors,Inscription: Total People,Inscription: Total Sponsors,Inscription: Total Honorands,Inscription: Total Athenians,Inscription: Total Romans,Institution: ID,Co-Appearing Person: ID,Inscription: ID,Institution: Notes,Co-Appearing Person: Notes,Inscription: Notes
Areopagus,Athens,Public,Philipe Kl. Demostratou,Athens,Female,Claudia Philipe Demostratou,Pallene,True,True,Demostratid,Claudii of Melite,463,Statue Base for Menandra of Ephesos,Base,Dedication,,150.0,50,0.0170,84,7,68,43,56,151,203,164,274,104,1,0,0,,6,8,7,0,1,95,,,,False,675,471,153,90,2,23,4,0,1,4,0,1000,2270,463,,"Wife of Ti. Kl. Nikoteles (93), mother of Kl. Demostratos (94)",
Areopagus,Athens,Public,Ti. Kl. Leonides,Athens,Male,Tiberius Claudius Leonides,,True,True,,Claudii of Melite,472,Statue Base for an Unknown Member of the Klaudii of Melite,Base,Dedication,,175.0,50,0.0250,84,7,68,43,56,151,203,164,274,104,4,0,0,,1,4,0,0,4,,,,,False,66,8,19,7,1,2,2,0,1,2,0,1000,2285,472,,,
Areopagus,Athens,Public,Ti. Kl. Leonides,Athens,Male,Tiberius Claudius Leonides,,True,True,,Claudii of Melite,472,Statue Base for an Unknown Member of the Klaudii of Melite,Base,Dedication,,175.0,50,0.0250,84,7,68,43,56,151,203,164,274,104,4,0,0,,1,4,0,0,4,,,,,False,66,8,19,7,1,2,2,0,1,2,0,1000,2285,472,,,
Areopagus,Athens,Public,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,84,7,68,43,56,151,203,164,274,104,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1000,2309,483,,,
Areopagus,Athens,Public,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,84,7,68,43,56,151,203,164,274,104,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1000,2309,483,,,
Areopagus,Athens,Public,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,84,7,68,43,56,151,203,164,274,104,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1000,2309,483,,,
Areopagus,Athens,Public,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,84,7,68,43,56,151,203,164,274,104,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1000,2309,483,,,
Areopagus,Athens,Public,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,84,7,68,43,56,151,203,164,274,104,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1000,2309,483,,,
Areopagus,Athens,Public,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,84,7,68,43,56,151,203,164,274,104,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1000,2309,483,,,
Areopagus,Athens,Public,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,84,7,68,43,56,151,203,164,274,104,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1000,2309,483,,,
Areopagus,Athens,Public,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,84,7,68,43,56,151,203,164,274,104,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1000,2309,483,,,
Areopagus,Athens,Public,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,84,7,68,43,56,151,203,164,274,104,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1000,2309,483,,,
Areopagus,Athens,Public,Pompeius Pleistarkhos,Athens,Male,Pompeius Pleistakhos,,True,True,,,487,Statue Base for T. Fl. Euthykomas Paianieus,Altar,Dedication,,166.0,10,0.0270,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,,,,,False,247,169,83,48,1,3,6,1,1,6,0,1000,2317,487,,,
Areopagus,Athens,Public,Pompeius Pleistarkhos,Athens,Male,Pompeius Pleistakhos,,True,True,,,487,Statue Base for T. Fl. Euthykomas Paianieus,Altar,Dedication,,166.0,10,0.0270,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,,,,,False,247,169,83,48,1,3,6,1,1,6,0,1000,2317,487,,,
Areopagus,Athens,Public,Pompeius Pleistarkhos,Athens,Male,Pompeius Pleistakhos,,True,True,,,487,Statue Base for T. Fl. Euthykomas Paianieus,Altar,Dedication,,166.0,10,0.0270,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,,,,,False,247,169,83,48,1,3,6,1,1,6,0,1000,2317,487,,,
Areopagus,Athens,Public,Pompeius Pleistarkhos,Athens,Male,Pompeius Pleistakhos,,True,True,,,487,Statue Base for T. Fl. Euthykomas Paianieus,Altar,Dedication,,166.0,10,0.0270,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,,,,,False,247,169,83,48,1,3,6,1,1,6,0,1000,2317,487,,,
Areopagus,Athens,Public,Pompeius Pleistarkhos,Athens,Male,Pompeius Pleistakhos,,True,True,,,487,Statue Base for T. Fl. Euthykomas Paianieus,Altar,Dedication,,166.0,10,0.0270,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,,,,,False,247,169,83,48,1,3,6,1,1,6,0,1000,2317,487,,,
Areopagus,Athens,Public,Pompeius Pleistarkhos,Athens,Male,Pompeius Pleistakhos,,True,True,,,487,Statue Base for T. Fl. Euthykomas Paianieus,Altar,Dedication,,166.0,10,0.0270,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,,,,,False,247,169,83,48,1,3,6,1,1,6,0,1000,2317,487,,,
Areopagus,Athens,Public,T. Fl. Menandros Paianieus,Athens,Male,Titus Flavius Menandros,Paiania,True,True,,,488,Statue Base for T. Fl. Menandros Paianieus,Stele,Dedication,South Wall,166.0,10,0.0370,84,7,68,43,56,151,203,164,274,104,1,2,0,,0,0,0,0,0,143,,,,False,136,132,32,29,1,0,3,2,1,3,0,1000,2318,488,,,
Areopagus,Athens,Public,T. Fl. Menandros Paianieus,Athens,Male,Titus Flavius Menandros,Paiania,True,True,,,488,Statue Base for T. Fl. Menandros Paianieus,Stele,Dedication,South Wall,166.0,10,0.0370,84,7,68,43,56,151,203,164,274,104,1,2,0,,0,0,0,0,0,143,,,,False,136,132,32,29,1,0,3,2,1,3,0,1000,2318,488,,,
Areopagus,Athens,Public,T. Fl. Menandros Paianieus,Athens,Male,Titus Flavius Menandros,Paiania,True,True,,,488,Statue Base for T. Fl. Menandros Paianieus,Stele,Dedication,South Wall,166.0,10,0.0370,84,7,68,43,56,151,203,164,274,104,1,2,0,,0,0,0,0,0,143,,,,False,136,132,32,29,1,0,3,2,1,3,0,1000,2318,488,,,
Areopagus,Athens,Public,Fl. Polla,Athens,Female,Flavia Polla,,True,True,,,490,"Statue Base for M. Iul. Apellas Marathonios, Archon of the Eumolpidai",Altar,Dedication,Before the Telestrion,170.0,10,0.0280,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,,,,,False,187,150,45,31,2,1,4,2,1,4,0,1000,2324,490,,,
Areopagus,Athens,Public,Fl. Polla,Athens,Female,Flavia Polla,,True,True,,,490,"Statue Base for M. Iul. Apellas Marathonios, Archon of the Eumolpidai",Altar,Dedication,Before the Telestrion,170.0,10,0.0280,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,,,,,False,187,150,45,31,2,1,4,2,1,4,0,1000,2324,490,,,
Areopagus,Athens,Public,Fl. Polla,Athens,Female,Flavia Polla,,True,True,,,490,"Statue Base for M. Iul. Apellas Marathonios, Archon of the Eumolpidai",Altar,Dedication,Before the Telestrion,170.0,10,0.0280,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,,,,,False,187,150,45,31,2,1,4,2,1,4,0,1000,2324,490,,,
Areopagus,Athens,Public,Fl. Polla,Athens,Female,Flavia Polla,,True,True,,,490,"Statue Base for M. Iul. Apellas Marathonios, Archon of the Eumolpidai",Altar,Dedication,Before the Telestrion,170.0,10,0.0280,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,,,,,False,187,150,45,31,2,1,4,2,1,4,0,1000,2324,490,,,
Areopagus,Athens,Public,Kl. Lysiades,Athens,Male,Claudius Lysiades,,True,True,Leonid,Claudii of Melite,492,"Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex",Altar,Dedication,Before the Telestrion,170.0,10,0.0290,84,7,68,43,56,151,203,164,274,104,2,0,0,,1,2,0,0,2,159,,,,False,255,244,51,47,4,6,5,3,1,5,0,1000,2329,492,,Father of Aelia Kephisodora,
Areopagus,Athens,Public,Kl. Lysiades,Athens,Male,Claudius Lysiades,,True,True,Leonid,Claudii of Melite,492,"Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex",Altar,Dedication,Before the Telestrion,170.0,10,0.0290,84,7,68,43,56,151,203,164,274,104,2,0,0,,1,2,0,0,2,159,,,,False,255,244,51,47,4,6,5,3,1,5,0,1000,2329,492,,Father of Aelia Kephisodora,
Areopagus,Athens,Public,Kl. Lysiades,Athens,Male,Claudius Lysiades,,True,True,Leonid,Claudii of Melite,492,"Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex",Altar,Dedication,Before the Telestrion,170.0,10,0.0290,84,7,68,43,56,151,203,164,274,104,2,0,0,,1,2,0,0,2,159,,,,False,255,244,51,47,4,6,5,3,1,5,0,1000,2329,492,,Father of Aelia Kephisodora,
Areopagus,Athens,Public,Kl. Lysiades,Athens,Male,Claudius Lysiades,,True,True,Leonid,Claudii of Melite,492,"Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex",Altar,Dedication,Before the Telestrion,170.0,10,0.0290,84,7,68,43,56,151,203,164,274,104,2,0,0,,1,2,0,0,2,159,,,,False,255,244,51,47,4,6,5,3,1,5,0,1000,2329,492,,Father of Aelia Kephisodora,
Areopagus,Athens,Public,Kl. Lysiades,Athens,Male,Claudius Lysiades,,True,True,Leonid,Claudii of Melite,492,"Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex",Altar,Dedication,Before the Telestrion,170.0,10,0.0290,84,7,68,43,56,151,203,164,274,104,2,0,0,,1,2,0,0,2,159,,,,False,255,244,51,47,4,6,5,3,1,5,0,1000,2329,492,,Father of Aelia Kephisodora,
Areopagus,Athens,Public,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,493,"Statue Base for Ael. Kephisodora, Daughter of Daduch Kl. Lysiades",Building or Monument,Dedication,,170.0,10,0.0250,84,7,68,43,56,151,203,164,274,104,2,3,0,,7,9,6,1,2,,,,,False,371,176,113,56,1,5,5,3,1,5,0,1000,2339,493,,,
Areopagus,Athens,Public,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,493,"Statue Base for Ael. Kephisodora, Daughter of Daduch Kl. Lysiades",Building or Monument,Dedication,,170.0,10,0.0250,84,7,68,43,56,151,203,164,274,104,2,3,0,,7,9,6,1,2,,,,,False,371,176,113,56,1,5,5,3,1,5,0,1000,2339,493,,,
Areopagus,Athens,Public,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,493,"Statue Base for Ael. Kephisodora, Daughter of Daduch Kl. Lysiades",Building or Monument,Dedication,,170.0,10,0.0250,84,7,68,43,56,151,203,164,274,104,2,3,0,,7,9,6,1,2,,,,,False,371,176,113,56,1,5,5,3,1,5,0,1000,2339,493,,,
Areopagus,Athens,Public,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,493,"Statue Base for Ael. Kephisodora, Daughter of Daduch Kl. Lysiades",Building or Monument,Dedication,,170.0,10,0.0250,84,7,68,43,56,151,203,164,274,104,2,3,0,,7,9,6,1,2,,,,,False,371,176,113,56,1,5,5,3,1,5,0,1000,2339,493,,,
Areopagus,Athens,Public,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,493,"Statue Base for Ael. Kephisodora, Daughter of Daduch Kl. Lysiades",Building or Monument,Dedication,,170.0,10,0.0250,84,7,68,43,56,151,203,164,274,104,2,3,0,,7,9,6,1,2,,,,,False,371,176,113,56,1,5,5,3,1,5,0,1000,2339,493,,,
Areopagus,Athens,Public,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,84,7,68,43,56,151,203,164,274,104,2,3,0,,7,9,6,1,2,,,,,False,512,438,101,84,4,6,5,3,1,1,4,1000,2339,503,,,
Areopagus,Athens,Public,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,84,7,68,43,56,151,203,164,274,104,2,3,0,,7,9,6,1,2,,,,,False,512,438,101,84,4,6,5,3,1,1,4,1000,2339,503,,,
Areopagus,Athens,Public,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,84,7,68,43,56,151,203,164,274,104,2,3,0,,7,9,6,1,2,,,,,False,512,438,101,84,4,6,5,3,1,1,4,1000,2339,503,,,
Areopagus,Athens,Public,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,84,7,68,43,56,151,203,164,274,104,2,3,0,,7,9,6,1,2,,,,,False,512,438,101,84,4,6,5,3,1,1,4,1000,2339,503,,,
Areopagus,Athens,Public,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,84,7,68,43,56,151,203,164,274,104,2,3,0,,7,9,6,1,2,,,,,False,512,438,101,84,4,6,5,3,1,1,4,1000,2339,503,,,
Areopagus,Athens,Public,Iul. Domna,Rome,Female,Iulia Domna,,False,True,Severan,Imperial,519,Statue Base for the Empress Iul. Domna,Base,Dedication,,196.5,3,,84,7,68,43,56,151,203,164,274,104,2,0,0,,1,1,0,1,0,,,,,False,118,110,20,18,3,0,1,3,0,0,1,1000,2387,519,,,
Areopagus,Athens,Public,G. Kasios Semakhidai,Athens,Male,Gaius Casius Semakhidai,Semakhidai,True,True,,,522,"Statue Base for Nikostrate Menneou Berenikidou, Hearth-Initiate",Base,Dedication,,187.5,25,0.0220,84,7,68,43,56,151,203,164,274,104,1,0,0,,1,1,1,0,0,,,,,False,169,160,40,33,2,1,2,2,1,2,0,1000,2392,522,,,
Areopagus,Athens,Public,G. Kasios Semakhidai,Athens,Male,Gaius Casius Semakhidai,Semakhidai,True,True,,,522,"Statue Base for Nikostrate Menneou Berenikidou, Hearth-Initiate",Base,Dedication,,187.5,25,0.0220,84,7,68,43,56,151,203,164,274,104,1,0,0,,1,1,1,0,0,,,,,False,169,160,40,33,2,1,2,2,1,2,0,1000,2392,522,,,
Areopagus,Athens,Public,Iun. Agathopodos,Athens,Uncertain,Iunius Agathopodos,,True,True,,,528,Herm Honoring Demetrios Apolloniou Marathonios,Base,Dedication,,150.5,99,0.0200,84,7,68,43,56,151,203,164,274,104,1,1,0,,0,0,0,0,0,,,,,False,64,53,21,15,1,0,1,1,1,1,0,1000,2417,528,,,
Areopagus,Athens,Public,Demetrios Apolloniou,Athens,Male,Demetrios Apolloniou,,True,False,,,529,Herm Honoring Demetrios Apolloniou Marathonios,Base,Dedication,,150.5,99,,84,7,68,43,56,151,203,164,274,104,1,1,0,,0,0,0,0,0,,,,,False,64,47,16,11,1,0,1,1,1,1,0,1000,2418,529,,,
Areopagus,Athens,Public,[?] Claudius,Athens,Male,Claudius,,True,True,,,543,Statue Base for an Unknown Klaudios,Base,Dedication,,150.5,99,0.0260,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,,,,,True,67,22,24,11,1,3,1,0,1,1,0,1000,2426,543,,,
Areopagus,Athens,Public,[?] Exegete,Athens,Male,,,True,False,,,544,Statue Base for an Unknown Exegete,Base,Dedication,,150.5,99,0.0345,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,,,,,True,64,8,17,7,2,2,1,0,1,1,0,1000,2427,544,,,
Areopagus,Athens,Public,Son or Daughter of a [N]um[ius],Athens,Uncertain,,,True,True,,,558,Statue Base for an Unknown Son or Daughter of a Nummios,Building or Monument,Dedication,,150.5,99,0.0205,84,7,68,43,56,151,203,164,274,104,1,3,0,,0,0,0,0,0,,,,,False,67,9,26,7,3,0,1,3,1,1,0,1000,2432,558,,,
Areopagus,Athens,Public,Onesimou Besaieus,Athens,Male,Onesimou Besaieus,Besa,True,False,,,587,"Statue Base for T. Fl. Ateiemtos Son of T. Fl. Agathon of Peiraieus, Hearth-Initiate",Column/Herm,Dedication,,250.5,99,0.0300,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,,,,,False,191,168,47,38,1,1,5,2,1,5,0,1000,2438,587,,,
Areopagus,Athens,Public,Onesimou Besaieus,Athens,Male,Onesimou Besaieus,Besa,True,False,,,587,"Statue Base for T. Fl. Ateiemtos Son of T. Fl. Agathon of Peiraieus, Hearth-Initiate",Column/Herm,Dedication,,250.5,99,0.0300,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,,,,,False,191,168,47,38,1,1,5,2,1,5,0,1000,2438,587,,,
Areopagus,Athens,Public,Onesimou Besaieus,Athens,Male,Onesimou Besaieus,Besa,True,False,,,587,"Statue Base for T. Fl. Ateiemtos Son of T. Fl. Agathon of Peiraieus, Hearth-Initiate",Column/Herm,Dedication,,250.5,99,0.0300,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,,,,,False,191,168,47,38,1,1,5,2,1,5,0,1000,2438,587,,,
Areopagus,Athens,Public,Onesimou Besaieus,Athens,Male,Onesimou Besaieus,Besa,True,False,,,587,"Statue Base for T. Fl. Ateiemtos Son of T. Fl. Agathon of Peiraieus, Hearth-Initiate",Column/Herm,Dedication,,250.5,99,0.0300,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,,,,,False,191,168,47,38,1,1,5,2,1,5,0,1000,2438,587,,,
Areopagus,Athens,Public,Onesimou Besaieus,Athens,Male,Onesimou Besaieus,Besa,True,False,,,587,"Statue Base for T. Fl. Ateiemtos Son of T. Fl. Agathon of Peiraieus, Hearth-Initiate",Column/Herm,Dedication,,250.5,99,0.0300,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,,,,,False,191,168,47,38,1,1,5,2,1,5,0,1000,2438,587,,,
Areopagus,Athens,Public,Sabeiniane Hamillo,Athens,Female,Sabeiniane Hamillo,,True,True,,TBD,588,"Statue Base for Sabeiniane Hamillo, Priestess of Athena Polias, Probably Not from the Sanctuary",Other/Fragment,Dedication,,250.5,99,0.0240,84,7,68,43,56,151,203,164,274,104,1,4,0,,0,1,1,0,0,,,,,False,168,164,38,36,4,1,1,4,1,1,0,1000,2439,588,,,
Areopagus,Athens,Public,P. Ail. Dionysios,Athens,Male,Publius Aelius Dionysios,,True,True,Dionysiads,Aelii of Pallene,621,"P. Ael. Herennia, Daughter of P. Ael. Apollonios, Hearth Initiate",Base,Dedication,,200.0,50,0.0160,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,55,,,,False,377,335,81,66,2,8,6,2,1,6,0,1000,2457,621,,"Supposed ally of Herodes, involved in litigration in front of Marcus Aurelius about his tenure. He was the one candidate to intervene in the Claudii's tenure.",
Areopagus,Athens,Public,P. Ail. Dionysios,Athens,Male,Publius Aelius Dionysios,,True,True,Dionysiads,Aelii of Pallene,621,"P. Ael. Herennia, Daughter of P. Ael. Apollonios, Hearth Initiate",Base,Dedication,,200.0,50,0.0160,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,55,,,,False,377,335,81,66,2,8,6,2,1,6,0,1000,2457,621,,"Supposed ally of Herodes, involved in litigration in front of Marcus Aurelius about his tenure. He was the one candidate to intervene in the Claudii's tenure.",
Areopagus,Athens,Public,P. Ail. Dionysios,Athens,Male,Publius Aelius Dionysios,,True,True,Dionysiads,Aelii of Pallene,621,"P. Ael. Herennia, Daughter of P. Ael. Apollonios, Hearth Initiate",Base,Dedication,,200.0,50,0.0160,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,55,,,,False,377,335,81,66,2,8,6,2,1,6,0,1000,2457,621,,"Supposed ally of Herodes, involved in litigration in front of Marcus Aurelius about his tenure. He was the one candidate to intervene in the Claudii's tenure.",
Areopagus,Athens,Public,P. Ail. Dionysios,Athens,Male,Publius Aelius Dionysios,,True,True,Dionysiads,Aelii of Pallene,621,"P. Ael. Herennia, Daughter of P. Ael. Apollonios, Hearth Initiate",Base,Dedication,,200.0,50,0.0160,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,55,,,,False,377,335,81,66,2,8,6,2,1,6,0,1000,2457,621,,"Supposed ally of Herodes, involved in litigration in front of Marcus Aurelius about his tenure. He was the one candidate to intervene in the Claudii's tenure.",
Areopagus,Athens,Public,P. Ail. Dionysios,Athens,Male,Publius Aelius Dionysios,,True,True,Dionysiads,Aelii of Pallene,621,"P. Ael. Herennia, Daughter of P. Ael. Apollonios, Hearth Initiate",Base,Dedication,,200.0,50,0.0160,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,55,,,,False,377,335,81,66,2,8,6,2,1,6,0,1000,2457,621,,"Supposed ally of Herodes, involved in litigration in front of Marcus Aurelius about his tenure. He was the one candidate to intervene in the Claudii's tenure.",
Areopagus,Athens,Public,P. Ail. Dionysios,Athens,Male,Publius Aelius Dionysios,,True,True,Dionysiads,Aelii of Pallene,621,"P. Ael. Herennia, Daughter of P. Ael. Apollonios, Hearth Initiate",Base,Dedication,,200.0,50,0.0160,84,7,68,43,56,151,203,164,274,104,1,0,0,,0,0,0,0,0,55,,,,False,377,335,81,66,2,8,6,2,1,6,0,1000,2457,621,,"Supposed ally of Herodes, involved in litigration in front of Marcus Aurelius about his tenure. He was the one candidate to intervene in the Claudii's tenure.",
Areopagus,Athens,Public,Attikos Eudoxou,Athens,Male,Attikos Eudoxou,,True,False,,,623,"Statue Base for a Sekoundos, Eumolpid",Base,Dedication,,200.0,10,,84,7,68,43,56,151,203,164,274,104,2,0,0,,0,0,0,0,0,,,,,False,79,62,22,15,2,1,2,1,1,1,1,1000,2462,623,,,
Areopagus,Athens,Public,Attikos Eudoxou,Athens,Male,Attikos Eudoxou,,True,False,,,623,"Statue Base for a Sekoundos, Eumolpid",Base,Dedication,,200.0,10,,84,7,68,43,56,151,203,164,274,104,2,0,0,,0,0,0,0,0,,,,,False,79,62,22,15,2,1,2,1,1,1,1,1000,2462,623,,,
Areopagus,Athens,Public,P. Herennios Ptolemaios P. Herenniou,Athens,Male,Publius Herennius Ptolemaios Herenneiou,,True,True,,TBD,626,"Statue Base for the Sophist P. Herennius Ptolemais, Son of P. Herennius, Hierokeryx",Base,Dedication,North of the Telesterion,313.0,24,0.0220,84,7,68,43,56,151,203,164,274,104,2,0,0,,1,2,1,0,0,,,,,False,105,93,23,20,4,4,1,3,0,1,0,1000,2467,626,,,
Areopagus,Athens,Public,P. Herennios Ptolemaios P. Herenniou,Athens,Male,Publius Herennius Ptolemaios Herenneiou,,True,True,,TBD,626,"Statue Base for the Sophist P. Herennius Ptolemais, Son of P. Herennius, Hierokeryx",Base,Dedication,North of the Telesterion,313.0,24,0.0220,84,7,68,43,56,151,203,164,274,104,2,0,0,,1,2,1,0,0,,,,,False,105,93,23,20,4,4,1,3,0,1,0,1000,2467,626,,,
Areopagus,Athens,Public,Fl. Plautianos,Athens,Male,Flavius Plautianos,,True,True,,,630,Statue Base for Ful. Plautianos,Base,Dedication,Before the Telestrion,204.0,2,0.0200,84,7,68,43,56,151,203,164,274,104,1,3,0,,1,2,0,2,0,,,,,False,206,124,51,30,3,4,4,3,1,1,3,1000,2475,630,,,
Areopagus,Athens,Public,Fl. Plautianos,Athens,Male,Flavius Plautianos,,True,True,,,630,Statue Base for Ful. Plautianos,Base,Dedication,Before the Telestrion,204.0,2,0.0200,84,7,68,43,56,151,203,164,274,104,1,3,0,,1,2,0,2,0,,,,,False,206,124,51,30,3,4,4,3,1,1,3,1000,2475,630,,,
Areopagus,Athens,Public,Fl. Plautianos,Athens,Male,Flavius Plautianos,,True,True,,,630,Statue Base for Ful. Plautianos,Base,Dedication,Before the Telestrion,204.0,2,0.0200,84,7,68,43,56,151,203,164,274,104,1,3,0,,1,2,0,2,0,,,,,False,206,124,51,30,3,4,4,3,1,1,3,1000,2475,630,,,
